Cost History.
T = 99,
DFactor = 0.01,
27121,
26061,
24611,
22157,
21973,
21577,
21191,
20934,
20548,
20538,
20332,
20070,
19766,
19182,
18760,
18740,
18740,
18712,
18837,
18789,
18906,
18874,
18977,
18874,
18874,
18945,
18758,
18768,
18768,
18654,
18758,
18836,
18876,
18720,
18758,
18758,
18758,
18654,
18654,
18776,
18654,
18654,
18664,
18664,
18664,
18674,
18650,
18650,
18846,
18916,
18920,
18864,
18924,
18900,
18905,
18839,
18855,
18855,
18855,
18860,
18850,
18850,
18850,
18850,
18888,
18931,
18935,
18925,
18969,
18929,
19101,
19101,
19069,
19060,
18941,
18800,
18690,
18720,
18720,
18720,
18720,
18720,
18864,
18806,
18806,
18810,
18938,
18968,
19191,
19191,
19150,
19277,
19277,
19160,
19149,
19149,
19149,
19009,
18869,
18879,
18905,
18852,
18802,
18856,
18750,
18750,
18794,
18794,
18794,
18794,
18794,
18794,
18750,
18750,
18750,
18750,
18750,
18778,
18814,
18754,
18754,
18728,
18728,
18764,
18740,
18698,
18698,
18698,
18698,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18724,
18808,
18808,
18808,
18808,
18808,
18724,
18724,
18724,
18724,
18724,
18724,
18724,
18724,
18724,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18698,
18698,
18698,
18688,
18688,
18688,
18688,
18688,
18698,
18698,
18698,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18801,
18790,
18790,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18674,
18914,
18914,
18744,
18744,
18744,
18744,
18744,
18744,
18744,
18742,
18742,
18678,
18678,
18678,
18678,
18678,
18678,
18678,
18678,
18678,
18678,
18678,
18678,
18678,
18678,
18678,
18678,
19045,
18820,
18820,
18820,
18810,
18810,
18810,
18805,
18810,
18810,
18805,
18770,
18770,
18770,
18770,
18770,
18770,
18770,
18770,
18770,
18770,
18770,
18748,
18748,
18748,
18748,
18738,
18738,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18724,
18724,
18724,
18724,
18724,
18724,
18748,
18724,
18724,
18724,
18724,
18724,
18724,
18724,
18724,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
18714,
